book,code,description,category,trade,hours,parts_allowance,list_price,labor_value,active,notes
hvac,HA15B,Basic Refrigerant Circulation Pumping System Renovation · Install inline refrigerant filters - Install compressor terminal kit · Coolant system recharge,HVAC-Refrigerant,hvac,24.75,0,4578.00,4578.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA15C,Main Refrigerant Circulation Pumping System Renovation · Flush and purge entire coolant system · Install inline refrigerant filters · Install performance,HVAC-Refrigerant,hvac,29.25,0,5411.00,5411.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA15D,Complete Refrigerant Circulation Pumping System Renovation · Flush and purge entire coolant system · Upgrade to complete power protection system · Instal,HVAC-Refrigerant,hvac,33.75,0,6243.00,6243.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA15E,Complete Refrigerant Circulation Pumping System Renovation · Flush and purge entire coolant system · Upgrade to complete power protection system · Instal,HVAC-Refrigerant,hvac,36,0,6659.00,6659.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA16A,Refrigerant Circulation Pumping System Rejuvenation · Performance and safety testing · 30 day warranty,HVAC-Refrigerant,hvac,24.75,0,4570.00,4570.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA16B,Basic Refrigerant Circulation Pumping System Renovation · Install inline refrigerant filters - Install compressor terminal kit · Coolant system recharge,HVAC-Refrigerant,hvac,27.25,0,5027.00,5027.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA16C,Main Refrigerant Circulation Pumping System Renovation · Flush and purge entire coolant system · Install inline refrigerant filters · Install performance,HVAC-Refrigerant,hvac,32,0,5941.00,5941.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA16D,Complete Refrigerant Circulation Pumping System Renovation · Flush and purge entire coolant system · Upgrade to complete power protection system · Instal,HVAC-Refrigerant,hvac,37,0,6855.00,6855.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA16E,Complete Refrigerant Circulation Pumping System Renovation · Flush and purge entire coolant system · Upgrade to complete power protection system · Instal,HVAC-Refrigerant,hvac,39.5,0,7312.00,7312.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA17A,Refrigerant Circulation Pumping System Rejuvenation · Performance and safety testing · 30 day warranty,HVAC-Refrigerant,hvac,28,0,5163.00,5163.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA17B,Basic Refrigerant Circulation Pumping System Renovation · Install inline refrigerant filters - Install compressor terminal kit · Coolant system recharge,HVAC-Refrigerant,hvac,30.75,0,5679.00,5679.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA17C,Main Refrigerant Circulation Pumping System Renovation · Flush and purge entire coolant system · Install inline refrigerant filters · Install performance,HVAC-Refrigerant,hvac,36.25,0,6712.00,6712.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA17D,Complete Refrigerant Circulation Pumping System Renovation · Flush and purge entire coolant system · Upgrade to complete power protection system · Instal,HVAC-Refrigerant,hvac,41.75,0,7744.00,7744.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA17E,Complete Refrigerant Circulation Pumping System Renovation · Flush and purge entire coolant system · Upgrade to complete power protection system · Instal,HVAC-Refrigerant,hvac,44.75,0,8260.00,8260.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA18A,Refrigerant Circulation Pumping System Rejuvenation · Performance and safety testing · 30 day warranty,HVAC-Refrigerant,hvac,30.75,0,5692.00,5692.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA18B,Basic Refrigerant Circulation Pumping System Renovation · Install inline refrigerant filters - Install compressor terminal kit · Coolant system recharge,HVAC-Refrigerant,hvac,33.75,0,6261.00,6261.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA18C,Main Refrigerant Circulation Pumping System Renovation · Flush and purge entire coolant system · Install inline refrigerant filters · Install performance,HVAC-Refrigerant,hvac,40,0,7399.00,7399.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA18D,Complete Refrigerant Circulation Pumping System Renovation · Flush and purge entire coolant system · Upgrade to complete power protection system · Instal,HVAC-Refrigerant,hvac,46.25,0,8537.00,8537.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA18E,Complete Refrigerant Circulation Pumping System Renovation · Flush and purge entire coolant system · Upgrade to complete power protection system · Instal,HVAC-Refrigerant,hvac,49.25,0,9106.00,9106.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA19A,Refrigerant Circulation Pumping System Rejuvenation · Performance and safety testing · 30 day warranty,HVAC-Refrigerant,hvac,33,0,6097.00,6097.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA19B,Basic Refrigerant Circulation Pumping System Renovation · Install inline refrigerant filters - Install compressor terminal kit · Coolant system recharge,HVAC-Refrigerant,hvac,36.25,0,6706.00,6706.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA19C,Main Refrigerant Circulation Pumping System Renovation · Flush and purge entire coolant system · Install inline refrigerant filters · Install performance,HVAC-Refrigerant,hvac,42.75,0,7925.00,7925.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA19D,Complete Refrigerant Circulation Pumping System Renovation · Flush and purge entire coolant system · Upgrade to complete power protection system · Instal,HVAC-Refrigerant,hvac,49.5,0,9145.00,9145.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA19E,Complete Refrigerant Circulation Pumping System Renovation · Flush and purge entire coolant system · Upgrade to complete power protection system · Instal,HVAC-Refrigerant,hvac,52.75,0,9754.00,9754.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA1A,Refrigerant Circulation Pumping System Rejuvenation · Performance and safety testing · 30 day warranty,HVAC-Refrigerant,hvac,13,0,2410.00,2410.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA1B,Basic Refrigerant Circulation Pumping System Renovation · Install inline refrigerant filters · Install compressor terminal kit · Coolant system recharge,HVAC-Refrigerant,hvac,14.25,0,2651.00,2651.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA1C,Main Refrigerant Circulation Pumping System Renovation · Flush and purge entire coolant system · Install inline refrigerant filters · Install performance,HVAC-Refrigerant,hvac,17,0,3133.00,3133.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA1D,Complete Refrigerant Circulation Pumping System Renovation · Flush and purge entire coolant system · Upgrade to complete power protection system · Instal,HVAC-Refrigerant,hvac,19.5,0,3615.00,3615.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA1E,Complete Refrigerant Circulation Pumping System Renovation · Flush and purge entire coolant system · Upgrade to complete power protection system · Instal,HVAC-Refrigerant,hvac,20.75,0,3856.00,3856.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA20A,Refrigerant Circulation Pumping System Rejuvenation · Performance and safety testing · 30 day warranty,HVAC-Refrigerant,hvac,40.5,0,7492.00,7492.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA20B,Basic Refrigerant Circulation Pumping System Renovation · Install inline refrigerant filters - Install compressor terminal kit · Coolant system recharge,HVAC-Refrigerant,hvac,44.5,0,8241.00,8241.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA20C,Main Refrigerant Circulation Pumping System Renovation · Flush and purge entire coolant system · Install inline refrigerant filters · Install performance,HVAC-Refrigerant,hvac,52.75,0,9739.00,9739.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA20D,Complete Refrigerant Circulation Pumping System Renovation · Flush and purge entire coolant system · Upgrade to complete power protection system · Instal,HVAC-Refrigerant,hvac,60.75,0,11237.00,11237.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA20E,Complete Refrigerant Circulation Pumping System Renovation · Flush and purge entire coolant system · Upgrade to complete power protection system · Instal,HVAC-Refrigerant,hvac,64.75,0,11986.00,11986.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA2A,Refrigerant Circulation Pumping System Rejuvenation · Performance and safety testing · 30 day warranty,HVAC-Refrigerant,hvac,15.5,0,2857.00,2857.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA2B,Basic Refrigerant Circulation Pumping System Renovation · Install inline refrigerant filters · Install compressor terminal kit · Coolant system recharge,HVAC-Refrigerant,hvac,17,0,3142.00,3142.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA2C,Main Refrigerant Circulation Pumping System Renovation · Flush and purge entire coolant system · Install inline refrigerant filters · Install performance,HVAC-Refrigerant,hvac,20,0,3713.00,3713.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA2D,Complete Refrigerant Circulation Pumping System Renovation · Flush and purge entire coolant system · Upgrade to complete power protection system · Instal,HVAC-Refrigerant,hvac,23.25,0,4285.00,4285.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA2E,Complete Refrigerant Circulation Pumping System Renovation · Flush and purge entire coolant system · Upgrade to complete power protection system · Instal,HVAC-Refrigerant,hvac,24.75,0,4570.00,4570.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA3A,Refrigerant Circulation Pumping System Rejuvenation · Performance and safety testing · 30 day warranty,HVAC-Refrigerant,hvac,18,0,3344.00,3344.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA3B,Basic Refrigerant Circulation Pumping System Renovation · Install inline refrigerant filters · Install compressor terminal kit · Coolant system recharge,HVAC-Refrigerant,hvac,20,0,3678.00,3678.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA3C,Main Refrigerant Circulation Pumping System Renovation · Flush and purge entire coolant system · Install inline refrigerant filters · Install performance,HVAC-Refrigerant,hvac,23.5,0,4347.00,4347.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA3D,Complete Refrigerant Circulation Pumping System Renovation · Flush and purge entire coolant system · Upgrade to complete power protection system · Instal,HVAC-Refrigerant,hvac,27,0,5016.00,5016.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA3E,Complete Refrigerant Circulation Pumping System Renovation · Flush and purge entire coolant system · Upgrade to complete power protection system · Instal,HVAC-Refrigerant,hvac,29,0,5350.00,5350.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA4A,Refrigerant Circulation Pumping System Rejuvenation · Performance and safety testing · 30 day warranty,HVAC-Refrigerant,hvac,20.75,0,3832.00,3832.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA4B,Basic Refrigerant Circulation Pumping System Renovation · Install inline refrigerant filters · Install compressor terminal kit · Coolant system recharge,HVAC-Refrigerant,hvac,22.75,0,4215.00,4215.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA4C,Main Refrigerant Circulation Pumping System Renovation · Flush and purge entire coolant system · Install inline refrigerant filters · Install performance,HVAC-Refrigerant,hvac,27,0,4981.00,4981.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA4D,Complete Refrigerant Circulation Pumping System Renovation · Flush and purge entire coolant system · Upgrade to complete power protection system · Instal,HVAC-Refrigerant,hvac,31,0,5747.00,5747.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA4E,Complete Refrigerant Circulation Pumping System Renovation · Flush and purge entire coolant system · Upgrade to complete power protection system · Instal,HVAC-Refrigerant,hvac,33.25,0,6130.00,6130.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA5A,Refrigerant Circulation Pumping System Rejuvenation · Performance and safety testing · 30 day warranty,HVAC-Refrigerant,hvac,11.5,0,2137.00,2137.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA5B,Basic Refrigerant Circulation Pumping System Renovation · Install inline refrigerant filters - Install compressor terminal kit · Coolant system recharge,HVAC-Refrigerant,hvac,12.75,0,2351.00,2351.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA5C,Main Refrigerant Circulation Pumping System Renovation · Flush and purge entire coolant system · Install inline refrigerant filters · Install performance,HVAC-Refrigerant,hvac,15,0,2778.00,2778.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA5D,Complete Refrigerant Circulation Pumping System Renovation · Flush and purge entire coolant system · Upgrade to complete power protection system · Instal,HVAC-Refrigerant,hvac,17.25,0,3206.00,3206.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA5E,Complete Refrigerant Circulation Pumping System Renovation · Flush and purge entire coolant system · Upgrade to complete power protection system · Instal,HVAC-Refrigerant,hvac,18.5,0,3419.00,3419.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA6A,Refrigerant Circulation Pumping System Rejuvenation · Performance and safety testing · 30 day warranty,HVAC-Refrigerant,hvac,14.5,0,2694.00,2694.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA6B,Basic Refrigerant Circulation Pumping System Renovation · Install inline refrigerant filters - Install compressor terminal kit · Coolant system recharge,HVAC-Refrigerant,hvac,16,0,2963.00,2963.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA6C,Main Refrigerant Circulation Pumping System Renovation · Flush and purge entire coolant system · Install inline refrigerant filters · Install performance,HVAC-Refrigerant,hvac,19,0,3502.00,3502.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA6D,Complete Refrigerant Circulation Pumping System Renovation · Flush and purge entire coolant system · Upgrade to complete power protection system · Instal,HVAC-Refrigerant,hvac,21.75,0,4041.00,4041.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA6E,Complete Refrigerant Circulation Pumping System Renovation · Flush and purge entire coolant system · Upgrade to complete power protection system · Instal,HVAC-Refrigerant,hvac,23.25,0,4311.00,4311.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA7A,Refrigerant Circulation Pumping System Rejuvenation · Performance and safety testing · 30 day warranty,HVAC-Refrigerant,hvac,17.75,0,3305.00,3305.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA7B,Basic Refrigerant Circulation Pumping System Renovation · Install inline refrigerant filters - Install compressor terminal kit · Coolant system recharge,HVAC-Refrigerant,hvac,19.75,0,3635.00,3635.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA7C,Main Refrigerant Circulation Pumping System Renovation · Flush and purge entire coolant system · Install inline refrigerant filters · Install performance,HVAC-Refrigerant,hvac,23.25,0,4296.00,4296.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA7D,Complete Refrigerant Circulation Pumping System Renovation · Flush and purge entire coolant system · Upgrade to complete power protection system · Instal,HVAC-Refrigerant,hvac,26.75,0,4957.00,4957.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA7E,Complete Refrigerant Circulation Pumping System Renovation · Flush and purge entire coolant system · Upgrade to complete power protection system · Instal,HVAC-Refrigerant,hvac,28.5,0,5287.00,5287.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA8A,Refrigerant Circulation Pumping System Rejuvenation · Performance and safety testing · 30 day warranty,HVAC-Refrigerant,hvac,20.25,0,3754.00,3754.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA8B,Basic Refrigerant Circulation Pumping System Renovation · Install inline refrigerant filters - Install compressor terminal kit · Coolant system recharge,HVAC-Refrigerant,hvac,22.25,0,4130.00,4130.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA8C,Main Refrigerant Circulation Pumping System Renovation · Flush and purge entire coolant system · Install inline refrigerant filters · Install performance,HVAC-Refrigerant,hvac,26.5,0,4881.00,4881.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA8D,Complete Refrigerant Circulation Pumping System Renovation · Flush and purge entire coolant system · Upgrade to complete power protection system · Instal,HVAC-Refrigerant,hvac,30.5,0,5632.00,5632.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA8E,Complete Refrigerant Circulation Pumping System Renovation · Flush and purge entire coolant system · Upgrade to complete power protection system · Instal,HVAC-Refrigerant,hvac,32.5,0,6007.00,6007.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA9A,Refrigerant Circulation Pumping System Rejuvenation · Performance and safety testing · 30 day warranty,HVAC-Refrigerant,hvac,23,0,4237.00,4237.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA9B,Basic Refrigerant Circulation Pumping System Renovation · Install inline refrigerant filters · Install compressor terminal kit · Coolant system recharge,HVAC-Refrigerant,hvac,25.25,0,4660.00,4660.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA9C,Main Refrigerant Circulation Pumping System Renovation · Flush and purge entire coolant system · Install inline refrigerant filters · Install performance,HVAC-Refrigerant,hvac,29.75,0,5507.00,5507.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA9D,Complete Refrigerant Circulation Pumping System Renovation · Flush and purge entire coolant system · Upgrade to complete power protection system · Instal,HVAC-Refrigerant,hvac,34.25,0,6355.00,6355.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HA9E,Complete Refrigerant Circulation Pumping System Renovation · Flush and purge entire coolant system · Upgrade to complete power protection system · Instal,HVAC-Refrigerant,hvac,36.75,0,6778.00,6778.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HB10A,Electrical Wiring and Terminal Rejuvenation · Performance and safety testing · 30 day warranty,HVAC-Electrical,hvac,2.75,0,503.00,503.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HB10B,Basic Electrical Wiring and Terminal Renovation · Performance and safety testing · 6 month warranty,HVAC-Electrical,hvac,5,0,905.00,905.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HB10C,Main Electrical Wiring and Terminal Renovation · Install new compressor lug kit · Upgrade to performance enhancement system · Performance and safety test,HVAC-Electrical,hvac,7.5,0,1383.00,1383.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HB10D,Complete Electrical Wiring and Terminal Renovation · Install new compressor lug kit · Upgrade to performance enhancement system · Performance and safety,HVAC-Electrical,hvac,8.75,0,1634.00,1634.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HB10E,Complete Electrical Wiring and Terminal Renovation · Install new compressor lug kit · Upgrade to performance enhancement system · Performance and safety,HVAC-Electrical,hvac,10.75,0,2011.00,2011.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HB11A,Electrical Wiring and Terminal Rejuvenation · Performance and safety testing · 30 day warranty,HVAC-Electrical,hvac,4,0,739.00,739.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HB11B,Basic Electrical Wiring and Terminal Renovation · Performance and safety testing · 6 month warranty,HVAC-Electrical,hvac,7.25,0,1330.00,1330.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HB11C,Main Electrical Wiring and Terminal Renovation · Install new compressor lug kit · Upgrade to performance enhancement system · Performance and safety test,HVAC-Electrical,hvac,11,0,2032.00,2032.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HB11D,Complete Electrical Wiring and Terminal Renovation · Install new compressor lug kit · Upgrade to performance enhancement system · Performance and safety,HVAC-Electrical,hvac,13,0,2402.00,2402.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HB11E,Complete Electrical Wiring and Terminal Renovation · Install new compressor lug kit · Upgrade to performance enhancement system · Performance and safety,HVAC-Electrical,hvac,16,0,2956.00,2956.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HB12A,Electrical Wiring and Terminal Rejuvenation · Performance and safety testing · 30 day warranty,HVAC-Electrical,hvac,5.25,0,961.00,961.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HB12B,Basic Electrical Wiring and Terminal Renovation · Performance and safety testing · 6 month warranty,HVAC-Electrical,hvac,9.25,0,1730.00,1730.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HB12C,Main Electrical Wiring and Terminal Renovation · Install new compressor lug kit · Upgrade to performance enhancement system · Performance and safety test,HVAC-Electrical,hvac,14.25,0,2642.00,2642.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HB12D,Complete Electrical Wiring and Terminal Renovation · Install new compressor lug kit · Upgrade to performance enhancement system · Performance and safety,HVAC-Electrical,hvac,17,0,3123.00,3123.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HB12E,Complete Electrical Wiring and Terminal Renovation · Install new compressor lug kit · Upgrade to performance enhancement system · Performance and safety,HVAC-Electrical,hvac,20.75,0,3844.00,3844.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HB13A,Electrical Connection System Rejuvenation · Performance and safety testing · 30 day warranty,HVAC-Electrical,hvac,4,0,752.00,752.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HB13B,Basic Electrical Connection System Renovation · Performance and safety testing · 6 month warranty,HVAC-Electrical,hvac,6,0,1128.00,1128.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HB13C,Main Electrical Connection System Renovation · Voltage distribution system renovation · Rejuvenate electrical control system · Performance and safety tes,HVAC-Electrical,hvac,8.25,0,1504.00,1504.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HB13D,Complete Electrical Connection System Renovation · Complete voltage distribution system renovation · Rejuvenate electrical control system · Upgrade to vo,HVAC-Electrical,hvac,10.25,0,1880.00,1880.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HB13E,Complete Electrical Connection System Renovation · Complete voltage distribution system renovation · Rejuvenate electrical control system · Upgrade to vo,HVAC-Electrical,hvac,12.25,0,2257.00,2257.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HB14A,Electrical Connection System Rejuvenation · Performance and safety testing · 30 day warranty,HVAC-Electrical,hvac,6,0,1097.00,1097.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HB14B,Basic Electrical Connection System Renovation · Performance and safety testing · 6 month warranty,HVAC-Electrical,hvac,9,0,1645.00,1645.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HB14C,Main Electrical Connection System Renovation · Voltage distribution system renovation · Rejuvenate electrical control system · Performance and safety tes,HVAC-Electrical,hvac,11.75,0,2193.00,2193.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HB14D,Complete Electrical Connection System Renovation · Complete voltage distribution system renovation · Rejuvenate electrical control system · Upgrade to vo,HVAC-Electrical,hvac,14.75,0,2741.00,2741.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HB14E,Complete Electrical Connection System Renovation · Complete voltage distribution system renovation · Rejuvenate electrical control system · Upgrade to vo,HVAC-Electrical,hvac,17.75,0,3290.00,3290.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HB15A,Electrical Safety Circuit Rejuvenation · Performance and safety testing · 30 day warranty,HVAC-Electrical,hvac,3.75,0,677.00,677.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HB15B,Basic Electrical Safety Circuit Renovation · Electrical safety service · Performance and safety testing · 6 month warranty,HVAC-Electrical,hvac,5.5,0,1016.00,1016.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HB15C,Main Electrical Safety Circuit Renovation · Component surge protection system · Electrical safety service · Performance and safety testing · 1 year warran,HVAC-Electrical,hvac,7.25,0,1354.00,1354.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HB15D,Complete Electrical Safety Circuit Renovation · Electrical termination point safety service · Component surge protection system · Performance and safety,HVAC-Electrical,hvac,9.25,0,1693.00,1693.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HB15E,Complete Electrical Safety Circuit Renovation · Electrical termination point safety service · Component surge protection system · Performance and safety,HVAC-Electrical,hvac,11,0,2032.00,2032.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HB16A,Electrical Safety Circuit Rejuvenation · Performance and safety testing · 30 day warranty,HVAC-Electrical,hvac,4.75,0,878.00,878.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HB16B,Basic Electrical Safety Circuit Renovation · Electrical safety service · Performance and safety testing · 6 month warranty,HVAC-Electrical,hvac,7,0,1316.00,1316.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HB16C,Main Electrical Safety Circuit Renovation · Component surge protection system · Electrical safety service · Performance and safety testing · 1 year warran,HVAC-Electrical,hvac,9.5,0,1755.00,1755.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HB16D,Complete Electrical Safety Circuit Renovation · Electrical termination point safety service · Component surge protection system · Performance and safety,HVAC-Electrical,hvac,11.75,0,2194.00,2194.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HB16E,Complete Electrical Safety Circuit Renovation · Electrical termination point safety service · Component surge protection system · Performance and safety,HVAC-Electrical,hvac,14.25,0,2633.00,2633.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HB17A,Electrical Safety Circuit Rejuvenation · Performance and safety testing · 30 day warranty,HVAC-Electrical,hvac,6.25,0,1172.00,1172.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HB17B,Basic Electrical Safety Circuit Renovation · Electrical safety service · Performance and safety testing · 6 month warranty,HVAC-Electrical,hvac,9.5,0,1757.00,1757.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HB17C,Main Electrical Safety Circuit Renovation · Component surge protection system · Electrical safety service · Performance and safety testing · 1 year warran,HVAC-Electrical,hvac,12.75,0,2343.00,2343.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
hvac,HB17D,Complete Electrical Safety Circuit Renovation · Electrical termination point safety service · Component surge protection system · Performance and safety,HVAC-Electrical,hvac,15.75,0,2929.00,2929.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
