book,code,description,category,trade,hours,parts_allowance,list_price,labor_value,active,notes
invoice,14,Shop / Unapplied Billable Hours,Shop,both,0,0,0.00,0.00,true,
invoice,CALLBACK,Callback / rework — no charge,Office,both,1,0,0.00,0.00,true,"Bill office, not customer"
invoice,DIAG,Diagnostic Fee,Office,both,1,0,59.00,59.00,true,
invoice,EST,Estimate,Office,both,0.5,0,0.00,0.00,true,
invoice,MANUAL,Manual parts & labor — type $ and hours on log,Manual,both,0,0,0.00,0.00,true,"Type Final $, Hours, Parts Manually"
invoice,PM10A,Generic Task materials up to $700 / ~1.0 hr,Price/Labor & Material,both,1,700,1369.00,1369.00,true,Mat sell ~$1169
invoice,PM10B,Generic Task materials up to $700 / ~1.5 hr,Price/Labor & Material,both,1.5,700,1469.00,1469.00,true,Mat sell ~$1169
invoice,PM10C,Generic Task materials up to $700 / ~2.0 hr,Price/Labor & Material,both,2,700,1569.00,1569.00,true,Mat sell ~$1169
invoice,PM11A,Generic Task materials up to $800 / ~1.0 hr,Price/Labor & Material,both,1,800,1536.00,1536.00,true,Mat sell ~$1336
invoice,PM11B,Generic Task materials up to $800 / ~1.5 hr,Price/Labor & Material,both,1.5,800,1636.00,1636.00,true,Mat sell ~$1336
invoice,PM11C,Generic Task materials up to $800 / ~2.0 hr,Price/Labor & Material,both,2,800,1736.00,1736.00,true,Mat sell ~$1336
invoice,PM12A,Generic Task materials up to $900 / ~1.0 hr,Price/Labor & Material,both,1,900,1703.00,1703.00,true,Mat sell ~$1503
invoice,PM12B,Generic Task materials up to $900 / ~1.5 hr,Price/Labor & Material,both,1.5,900,1803.00,1803.00,true,Mat sell ~$1503
invoice,PM12C,Generic Task materials up to $900 / ~2.0 hr,Price/Labor & Material,both,2,900,1903.00,1903.00,true,Mat sell ~$1503
invoice,PM13A,Generic Task materials up to $1000 / ~1.0 hr,Price/Labor & Material,both,1,1,1870.00,1870.00,true,Mat sell ~$1670
invoice,PM13B,Generic Task materials up to $1000 / ~1.5 hr,Price/Labor & Material,both,1.5,1,1970.00,1970.00,true,Mat sell ~$1670
invoice,PM13C,Generic Task materials up to $1000 / ~2.0 hr,Price/Labor & Material,both,2,1,2070.00,2070.00,true,Mat sell ~$1670
invoice,PM1A,PM tier1 / ~1 hr,Price/Labor & Material,both,1,25,242.00,242.00,true,
invoice,PM1B,PM tier1 / ~1.5 hr,Price/Labor & Material,both,1.5,25,342.00,342.00,true,
invoice,PM1C,PM tier1 / ~2 hr,Price/Labor & Material,both,2,25,442.00,442.00,true,
invoice,PM2A,PM tier2 / ~1 hr,Price/Labor & Material,both,1,50,284.00,284.00,true,
invoice,PM2B,PM tier2 / ~1.5 hr,Price/Labor & Material,both,1.5,50,384.00,384.00,true,
invoice,PM2C,PM tier2 / ~2 hr,Price/Labor & Material,both,2,50,484.00,484.00,true,
invoice,PM3A,Generic Task materials up to $75 / ~1.0 hr,Price/Labor & Material,both,1,75,325.00,325.00,true,Mat sell ~$125
invoice,PM3B,Generic Task materials up to $75 / ~1.5 hr,Price/Labor & Material,both,1.5,75,425.00,425.00,true,
invoice,PM3C,Generic Task materials up to $75 / ~2.0 hr,Price/Labor & Material,both,2,75,525.00,525.00,true,Mat sell ~$125
invoice,PM4A,PM tier4 / ~1 hr,Price/Labor & Material,both,1,100,367.00,367.00,true,
invoice,PM4B,PM tier4 / ~1.5 hr,Price/Labor & Material,both,1.5,100,467.00,467.00,true,
invoice,PM4C,PM tier4 / ~2 hr,Price/Labor & Material,both,2,100,567.00,567.00,true,
invoice,PM5A,PM tier5 / ~1 hr,Price/Labor & Material,both,1,200,534.00,534.00,true,
invoice,PM5B,Generic Task materials up to $200 / ~1.5 hr,Price/Labor & Material,both,1.5,200,634.00,634.00,true,Mat sell ~$334
invoice,PM5C,Generic Task materials up to $200 / ~2.0 hr,Price/Labor & Material,both,2,200,734.00,734.00,true,Mat sell ~$334
invoice,PM6A,PM tier6 / ~1 hr,Price/Labor & Material,both,1,300,700.00,700.00,true,
invoice,PM6B,Generic Task materials up to $300 / ~1.5 hr,Price/Labor & Material,both,1.5,300,800.00,800.00,true,Mat sell ~$500
invoice,PM6C,Generic Task materials up to $300 / ~2.0 hr,Price/Labor & Material,both,2,300,900.00,900.00,true,Mat sell ~$500
invoice,PM7A,Generic Task materials up to $400 / ~1.0 hr,Price/Labor & Material,both,1,400,868.00,868.00,true,Mat sell ~$668
invoice,PM7B,Generic Task materials up to $400 / ~1.5 hr,Price/Labor & Material,both,1.5,400,968.00,968.00,true,Mat sell ~$668
invoice,PM7C,Generic Task materials up to $400 / ~2.0 hr,Price/Labor & Material,both,2,400,1068.00,1068.00,true,Mat sell ~$668
invoice,PM8A,Generic Task materials up to $500 / ~1.0 hr,Price/Labor & Material,both,1,500,1035.00,1035.00,true,Mat sell ~$835
invoice,PM8B,Generic Task materials up to $500 / ~1.5 hr,Price/Labor & Material,both,1.5,500,1135.00,1135.00,true,Mat sell ~$835
invoice,PM8C,Generic Task materials up to $500 / ~2.0 hr,Price/Labor & Material,both,2,500,1235.00,1235.00,true,Mat sell ~$835
invoice,PM9A,Generic Task materials up to $600 / ~1.0 hr,Price/Labor & Material,both,1,600,1202.00,1202.00,true,Mat sell ~$1002
invoice,PM9B,Generic Task materials up to $600 / ~1.5 hr,Price/Labor & Material,both,1.5,600,1302.00,1302.00,true,Mat sell ~$1002
invoice,PM9C,Generic Task materials up to $600 / ~2.0 hr,Price/Labor & Material,both,2,600,1402.00,1402.00,true,Mat sell ~$1002
invoice,SRV-CH,Service Charge,Office,both,1,0,120.00,120.00,true,Rate Price For Coming Out (no contract)
invoice,TRUCK-ORG,Truck organize / clean / stock,Office,both,0.5,0,0.00,0.00,true,Unapplied Billable Hour
invoice,WARRANTY,Warranty (No Charge),Office,both,2,0,0.00,0.00,true,Repair Is Covered Under Warranty
plumbing,Artesian Discount,Multiple Jobs Discount,Plumbing,plumbing,0,0,10.00,10.00,false,Discount; Discount — not sold hours
plumbing,Commercial Backflow Preventer,Annual Commercial backflow certification test,Plumbing,plumbing,1.5,0,275.00,275.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA1A,PA1A,Drain-Cleaning,plumbing,1.5,0,273.00,273.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA1B,PA1B,Drain-Cleaning,plumbing,1.25,0,237.00,237.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA1C,Sanitary Waste System Renovation · Power clean area main lines · Flush out main fixture lines · Rejuvenate sanitary seals · 1 year warranty,Drain-Cleaning,plumbing,1.25,0,237.00,237.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA1D,Complete Sanitary Waste System Renovation · Power clean area main lines · Flush and purge area fixture lines · Inspection and treatment service · Rejuvena,Drain-Cleaning,plumbing,3.5,0,655.00,655.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA1E,Complete Sanitary Waste System Renovation · Power clean area main lines · Flush and purge area fixture lines · Inspection and treatment service · Rejuvena,Drain-Cleaning,plumbing,5,0,917.00,917.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA2A,Quick Fix · 30 day warranty,Drain-Cleaning,plumbing,2,0,352.00,352.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA2B,Main Waste System Renovations Only · Basic fixture flush · 6 month warranty,Drain-Cleaning,plumbing,2.75,0,528.00,528.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA2C,Sanitary Waste System Renovation · Power clean area main lines · Flush out main fixture lines · Rejuvenate sanitary seals · 1 year warranty,Drain-Cleaning,plumbing,3.75,0,704.00,704.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA2D,Complete Sanitary Waste System Renovation · Power clean area main lines · Flush and purge area fixture lines · Inspection and treatment service · Rejuvena,Drain-Cleaning,plumbing,4.75,0,880.00,880.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA2E,Complete Sanitary Waste System Renovation · Power clean area main lines · Flush and purge area fixture lines · Inspection and treatment service · Rejuvena,Drain-Cleaning,plumbing,6.75,0,1233.00,1233.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA3A,Quick Fix · 30 day warranty,Drain-Cleaning,plumbing,2.5,0,469.00,469.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA3B,Main Waste System Renovations Only · Basic fixture flush · 6 month warranty,Drain-Cleaning,plumbing,3.75,0,703.00,703.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA3C,Sanitary Waste System Renovation · Power clean area main lines · Flush out main fixture lines · Rejuvenate sanitary seals · 1 year warranty,Drain-Cleaning,plumbing,5,0,938.00,938.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA3D,Complete Sanitary Waste System Renovation · Power clean area main lines · Flush and purge area fixture lines · Inspection and treatment service · Rejuvena,Drain-Cleaning,plumbing,6.25,0,1172.00,1172.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA3E,Complete Sanitary Waste System Renovation · Power clean area main lines · Flush and purge area fixture lines · Inspection and treatment service · Rejuvena,Drain-Cleaning,plumbing,8.75,0,1641.00,1641.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA4A,Quick Fix with Cap · 30 day warranty,Drain-Cleaning,plumbing,2.25,0,431.00,431.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA4B,Main System Restoration and Access System Only · 6 month warranty,Drain-Cleaning,plumbing,3.5,0,647.00,647.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA4C,Complete Sanitary Waste Removal System Restoration · Install premium access system · Power clean main lines · Basic root inspection · 1 year warranty,Drain-Cleaning,plumbing,4.75,0,862.00,862.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA4D,Complete Sanitary Waste Removal System Restoration · Install premium access system · Power clean area main lines · Flush and purge fixture lines · System,Drain-Cleaning,plumbing,5.75,0,1078.00,1078.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA4E,Complete Sanitary Waste Removal System Restoration · Install premium access system · Power clean area main lines · Flush and purge fixture lines · System,Drain-Cleaning,plumbing,7,0,1293.00,1293.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA5A,PA5A,Drain-Cleaning,plumbing,3.75,0,685.00,685.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA5B,PA5B,Drain-Cleaning,plumbing,5.25,0,979.00,979.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA5C,Complete Sanitary Waste Removal System Restoration · Install premium access system · Power clean main lines · Basic root inspection · 1 year warranty,Drain-Cleaning,plumbing,6.25,0,1159.00,1159.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA5D,Complete Sanitary Waste Removal System Restoration · Install premium access system · Power clean area main lines · Flush and purge fixture lines · System,Drain-Cleaning,plumbing,7.75,0,1449.00,1449.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA5E,Complete Sanitary Waste Removal System Restoration · Install premium access system · Power clean area main lines · Flush and purge fixture lines · System,Drain-Cleaning,plumbing,9.5,0,1739.00,1739.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA6A,Additional Drain Machine Time,Drain-Cleaning,plumbing,0.75,0,120.00,120.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA6B,Main System Restoration and Access System Only · 6 month warranty,Drain-Cleaning,plumbing,5.75,0,1081.00,1081.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA6C,Complete Sanitary Waste Removal System Restoration · Install premium access system · Power clean main lines · Basic root inspection · 1 year warranty,Drain-Cleaning,plumbing,7.75,0,1442.00,1442.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA6D,Complete Sanitary Waste Removal System Restoration · Install premium access system · Power clean area main lines · Flush and purge fixture lines · System,Drain-Cleaning,plumbing,9.75,0,1802.00,1802.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA6E,Complete Sanitary Waste Removal System Restoration · Install premium access system · Power clean area main lines · Flush and purge fixture lines · System,Drain-Cleaning,plumbing,11.75,0,2162.00,2162.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA7A,Additional Sewer Camera Time,Drain-Cleaning,plumbing,1,0,180.00,180.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA7B,Main System Restorations Only · With basic treatment service · 6 month warranty,Drain-Cleaning,plumbing,2.5,0,483.00,483.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA7C,PA7C,Drain-Cleaning,plumbing,3,0,549.00,549.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA7D,Complete Sanitary Waste System Restoration · Power clean main drainage lines · System inspection service and treatment · Flush and purge entire waste sys,Drain-Cleaning,plumbing,4.25,0,805.00,805.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA7E,Complete Sanitary Waste System Restoration · Power clean main drainage lines · System inspection service and treatment · Flush and purge entire waste sys,Drain-Cleaning,plumbing,5.25,0,966.00,966.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA8A,Quick Fix · 30 day warranty,Drain-Cleaning,plumbing,2.75,0,486.00,486.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA8B,Main System Restorations Only · With basic treatment service · 6 month warranty,Drain-Cleaning,plumbing,4,0,729.00,729.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA8C,Complete Sanitary Waste System Restoration · Power clean main drainage lines · System inspection and treatment service · Locate connections · 1 year warra,Drain-Cleaning,plumbing,5.25,0,972.00,972.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA8D,Complete Sanitary Waste System Restoration · Power clean main drainage lines · System inspection service and treatment · Flush and purge entire waste sys,Drain-Cleaning,plumbing,6.5,0,1214.00,1214.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA8E,Complete Sanitary Waste System Restoration · Power clean main drainage lines · System inspection service and treatment · Flush and purge entire waste sys,Drain-Cleaning,plumbing,8,0,1457.00,1457.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA9A,Quick Fix · 30 day warranty,Drain-Cleaning,plumbing,3.5,0,661.00,661.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA9B,Main System Restorations Only · With basic treatment service · 6 month warranty,Drain-Cleaning,plumbing,5.25,0,991.00,991.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA9C,Complete Sanitary Waste System Restoration · Power clean main drainage lines · System inspection and treatment service · Locate connections · 1 year warra,Drain-Cleaning,plumbing,7.25,0,1322.00,1322.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA9D,Complete Sanitary Waste System Restoration · Power clean main drainage lines · System inspection service and treatment · Flush and purge entire waste sys,Drain-Cleaning,plumbing,9,0,1652.00,1652.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PA9E,Complete Sanitary Waste System Restoration · Power clean main drainage lines · System inspection service and treatment · Flush and purge entire waste sys,Drain-Cleaning,plumbing,10.75,0,1982.00,1982.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB1A,Quick Fix · 6 month warranty,Pressure,plumbing,3.25,0,600.00,600.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB1B,PB1B,Pressure,plumbing,3.75,0,714.00,714.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB1C,PB1C,Pressure,plumbing,3.75,0,714.00,714.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB1D,Whole House Pressure Control System Renovation · Flush and purge complete supply system · Visual pressure monitor renovation · Complete safety enclosure,Pressure,plumbing,8,0,1501.00,1501.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB1E,Whole House Pressure Control System Renovation · Flush and purge complete supply system · Visual pressure monitor renovation · Complete safety enclosure,Pressure,plumbing,9.75,0,1801.00,1801.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB2A,Quick Fix · 6 month warranty,Pressure,plumbing,4,0,757.00,757.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB2B,Main Components Only · Single isolation system · 9 month warranty,Pressure,plumbing,6.25,0,1135.00,1135.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB2C,Complete Pressure Control System Renovation · Flush supply system · Piping and fixture inspection service · Component isolation system · 1 year warranty,Pressure,plumbing,8.25,0,1514.00,1514.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB2D,Whole House Pressure Control System Renovation · Flush and purge complete supply system · Visual pressure monitor renovation · Complete safety enclosure,Pressure,plumbing,10.25,0,1892.00,1892.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB2E,Whole House Pressure Control System Renovation · Flush and purge complete supply system · Visual pressure monitor renovation · Complete safety enclosure,Pressure,plumbing,12.25,0,2270.00,2270.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB3A,Quick Fix · 6 month warranty,Pressure,plumbing,5,0,935.00,935.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB3B,Main Components Only · Single isolation system · 9 month warranty,Pressure,plumbing,7.5,0,1403.00,1403.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB3C,Complete Pressure Control System Renovation · Flush supply system · Piping and fixture inspection service · Component isolation system · 1 year warranty,Pressure,plumbing,10,0,1870.00,1870.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB3D,Whole House Pressure Control System Renovation · Flush and purge complete supply system · Visual pressure monitor renovation · Complete safety enclosure,Pressure,plumbing,12.75,0,2338.00,2338.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB3E,Whole House Pressure Control System Renovation · Flush and purge complete supply system · Visual pressure monitor renovation · Complete safety enclosure,Pressure,plumbing,15.25,0,2806.00,2806.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB4A,PB4A,Pressure,plumbing,2.5,0,447.00,447.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB4B,Expansion Safety System Renovation · Single isolation system · Performance and safety testing · 9 month warranty,Pressure,plumbing,3.25,0,606.00,606.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB4C,High Pressure Expansion Safety System Renovation · Isolation control system renovation · Emergency temperature and pressure monitor rejuvenation · Perfor,Pressure,plumbing,4.25,0,808.00,808.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB4D,Complete High Pressure Expansion Safety System Renovation · Isolation control system renovation · Renovate emergency temperature and pressure monitor · V,Pressure,plumbing,5.5,0,1010.00,1010.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB4E,Complete High Pressure Expansion Safety System Renovation · Isolation control system renovation · Renovate emergency temperature and pressure monitor · V,Pressure,plumbing,6.5,0,1211.00,1211.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB5A,Quick Fix · Performance and safety testing · 6 month warranty,Pressure,plumbing,3.25,0,592.00,592.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB5B,Expansion Safety System Renovation · Single isolation system · Performance and safety testing · 9 month warranty,Pressure,plumbing,4.75,0,888.00,888.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB5C,High Pressure Expansion Safety System Renovation · Isolation control system renovation · Emergency temperature and pressure monitor rejuvenation · Perfor,Pressure,plumbing,6.5,0,1184.00,1184.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB5D,Complete High Pressure Expansion Safety System Renovation · Isolation control system renovation · Renovate emergency temperature and pressure monitor · V,Pressure,plumbing,8,0,1480.00,1480.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB5E,Complete High Pressure Expansion Safety System Renovation · Isolation control system renovation · Renovate emergency temperature and pressure monitor · V,Pressure,plumbing,9.5,0,1776.00,1776.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB6A,Quick Fix · Performance and safety testing · 6 month warranty,Pressure,plumbing,4,0,744.00,744.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB6B,Expansion Safety System Renovation · Single isolation system · Performance and safety testing · 9 month warranty,Pressure,plumbing,6,0,1115.00,1115.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB6C,High Pressure Expansion Safety System Renovation · Isolation control system renovation · Emergency temperature and pressure monitor rejuvenation · Perfor,Pressure,plumbing,8,0,1487.00,1487.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB6D,Complete High Pressure Expansion Safety System Renovation · Isolation control system renovation · Renovate emergency temperature and pressure monitor · V,Pressure,plumbing,10,0,1859.00,1859.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PB6E,Complete High Pressure Expansion Safety System Renovation · Isolation control system renovation · Renovate emergency temperature and pressure monitor · V,Pressure,plumbing,12,0,2231.00,2231.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC10A,Basic Replacement Only · 6 month warranty,Fixtures,plumbing,5.25,0,963.00,963.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC10B,·,Fixtures,plumbing,4,0,750.00,750.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC10C,Water Saver Single Stage Fixture Renovation · Complete isolation and supply system restoration · Sanitary connection seal rejuvenation · 18 month warrant,Fixtures,plumbing,10.5,0,1927.00,1927.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC10D,Premium Water Saver Fixture Renovation · 2 stage water delivery system · Isolation system rejuvenation · No drip supply system restoration · Complete supp,Fixtures,plumbing,13,0,2409.00,2409.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC10E,Premium Water Saver Fixture Renovation · 2 stage water delivery system · Isolation system rejuvenation · No drip supply system restoration · Complete supp,Fixtures,plumbing,15.5,0,2890.00,2890.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC11A,Basic Replacement Only · 6 month warranty,Fixtures,plumbing,7.25,0,1326.00,1326.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC11B,Standard Fixture Renovation · Main components only · 1 year warranty,Fixtures,plumbing,10.75,0,1988.00,1988.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC11C,Water Saver Single Stage Fixture Renovation · Complete isolation and supply system restoration · Sanitary connection seal rejuvenation · 18 month warrant,Fixtures,plumbing,14.25,0,2651.00,2651.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC11D,Premium Water Saver Fixture Renovation · 2 stage water delivery system · Isolation system rejuvenation · No drip supply system restoration · Complete supp,Fixtures,plumbing,18,0,3314.00,3314.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC11E,Premium Water Saver Fixture Renovation · 2 stage water delivery system · Isolation system rejuvenation · No drip supply system restoration · Complete supp,Fixtures,plumbing,21.5,0,3977.00,3977.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC12A,PC12A,Fixtures,plumbing,3,0,568.00,568.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC12B,Main Component Renovation · 6 month warranty,Fixtures,plumbing,4.25,0,765.00,765.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC12C,Water Delivery System Renovation · Isolation and supply system rejuvenation · 1 year warranty,Fixtures,plumbing,5.5,0,1021.00,1021.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC12D,Complete Water Delivery System Renovation · Component isolation system rejuvenation · Upgrade to no drip supply system · Sanitary connection seal renovat,Fixtures,plumbing,7,0,1276.00,1276.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC12E,Complete Water Delivery System Renovation · Component isolation system rejuvenation · Upgrade to no drip supply system · Sanitary connection seal renovat,Fixtures,plumbing,8.25,0,1531.00,1531.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC13A,Quick Fix · 30 day warranty,Fixtures,plumbing,3.5,0,631.00,631.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC13B,Main Component Renovation · 6 month warranty,Fixtures,plumbing,5,0,946.00,946.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC13C,Water Delivery System Renovation · Isolation and supply system rejuvenation · 1 year warranty,Fixtures,plumbing,6.75,0,1261.00,1261.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC13D,Complete Water Delivery System Renovation · Component isolation system rejuvenation · Upgrade to no drip supply system · Sanitary connection seal renovat,Fixtures,plumbing,8.5,0,1577.00,1577.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC13E,Complete Water Delivery System Renovation · Component isolation system rejuvenation · Upgrade to no drip supply system · Sanitary connection seal renovat,Fixtures,plumbing,10.25,0,1892.00,1892.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC14A,Quick Fix · 30 day warranty,Fixtures,plumbing,4,0,736.00,736.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC14B,Main Component Renovation · 6 month warranty,Fixtures,plumbing,6,0,1104.00,1104.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC14C,Water Delivery System Renovation · Isolation and supply system rejuvenation · 1 year warranty,Fixtures,plumbing,8,0,1472.00,1472.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
plumbing,PC14D,Complete Water Delivery System Renovation · Component isolation system rejuvenation · Upgrade to no drip supply system · Sanitary connection seal renovat,Fixtures,plumbing,10,0,1840.00,1840.00,true,Non Inventory; hours est. from list @ $185/hr — edit if your typical hrs differ
